country,date,ifr_t_m_voc_adjusted,ifr_t_m
Portugal,2020-09-01,0.00745838786690394,0.00745838786690394
Portugal,2020-09-02,0.00745838786690394,0.00745838786690394
Portugal,2020-09-03,0.00745838786690394,0.00745838786690394
Portugal,2020-09-04,0.00745838786690394,0.00745838786690394
Portugal,2020-09-05,0.00745838786690394,0.00745838786690394
Portugal,2020-09-06,0.00745838786690394,0.00745838786690394
Portugal,2020-09-07,0.00745838786690394,0.00745838786690394
Portugal,2020-09-08,0.00745838786690394,0.00745838786690394
Portugal,2020-09-09,0.00745838786690394,0.00745838786690394
Portugal,2020-09-10,0.00745838786690394,0.00745838786690394
Portugal,2020-09-11,0.00745838786690394,0.00745838786690394
Portugal,2020-09-12,0.00745838786690394,0.00745838786690394
Portugal,2020-09-13,0.00745838786690394,0.00745838786690394
Portugal,2020-09-14,0.00745838786690394,0.00745838786690394
Portugal,2020-09-15,0.00745838786690394,0.00745838786690394
Portugal,2020-09-16,0.00745838786690394,0.00745838786690394
Portugal,2020-09-17,0.00745838786690394,0.00745838786690394
Portugal,2020-09-18,0.00745838786690394,0.00745838786690394
Portugal,2020-09-19,0.00745838786690394,0.00745838786690394
Portugal,2020-09-20,0.00745838786690394,0.00745838786690394
Portugal,2020-09-21,0.00745838786690394,0.00745838786690394
Portugal,2020-09-22,0.00745838786690394,0.00745838786690394
Portugal,2020-09-23,0.00745838786690394,0.00745838786690394
Portugal,2020-09-24,0.00745838786690394,0.00745838786690394
Portugal,2020-09-25,0.00745838786690394,0.00745838786690394
Portugal,2020-09-26,0.00745838786690394,0.00745838786690394
Portugal,2020-09-27,0.00745838786690394,0.00745838786690394
Portugal,2020-09-28,0.00745838786690394,0.00745838786690394
Portugal,2020-09-29,0.00745838786690394,0.00745838786690394
Portugal,2020-09-30,0.00745838786690394,0.00745838786690394
Portugal,2020-10-01,0.00745838786690394,0.00745838786690394
Portugal,2020-10-02,0.00745838786690394,0.00745838786690394
Portugal,2020-10-03,0.00745838786690394,0.00745838786690394
Portugal,2020-10-04,0.00745838786690394,0.00745838786690394
Portugal,2020-10-05,0.00745838786690394,0.00745838786690394
Portugal,2020-10-06,0.00745838786690394,0.00745838786690394
Portugal,2020-10-07,0.00745838786690394,0.00745838786690394
Portugal,2020-10-08,0.00745838786690394,0.00745838786690394
Portugal,2020-10-09,0.00745838786690394,0.00745838786690394
Portugal,2020-10-10,0.00745838786690394,0.00745838786690394
Portugal,2020-10-11,0.00745838786690394,0.00745838786690394
Portugal,2020-10-12,0.00745838786690394,0.00745838786690394
Portugal,2020-10-13,0.00745838786690394,0.00745838786690394
Portugal,2020-10-14,0.00745838786690394,0.00745838786690394
Portugal,2020-10-15,0.00760722017300344,0.00745838786690394
Portugal,2020-10-16,0.00761126640977154,0.00745838786690394
Portugal,2020-10-17,0.00761541792360609,0.00745838786690394
Portugal,2020-10-18,0.00761967719394126,0.00745838786690394
Portugal,2020-10-19,0.00762404674434081,0.00745838786690394
Portugal,2020-10-20,0.00762852914247195,0.00745838786690394
Portugal,2020-10-21,0.00763312700002265,0.00745838786690394
Portugal,2020-10-22,0.00763784297255884,0.00745838786690394
Portugal,2020-10-23,0.00764267975931782,0.00745838786690394
Portugal,2020-10-24,0.00764764010293429,0.00745838786690394
Portugal,2020-10-25,0.00765272678909501,0.00745838786690394
Portugal,2020-10-26,0.00765794264611814,0.00745838786690394
Portugal,2020-10-27,0.00766329054445323,0.00745838786690394
Portugal,2020-10-28,0.00766877339609764,0.00745838786690394
Portugal,2020-10-29,0.00767439415392503,0.00760722017300344
Portugal,2020-10-30,0.00768015581092172,0.00761126640977154
Portugal,2020-10-31,0.00768606139932618,0.00761541792360609
Portugal,2020-11-01,0.00769211398966739,0.00761967719394126
Portugal,2020-11-02,0.00769831668969713,0.00762404674434081
Portugal,2020-11-03,0.0077046726432117,0.00762852914247195
Portugal,2020-11-04,0.00771118502875827,0.00763312700002265
Portugal,2020-11-05,0.007717857058221,0.00763784297255884
Portugal,2020-11-06,0.00772469197528211,0.00764267975931782
Portugal,2020-11-07,0.00773169305375314,0.00764764010293429
Portugal,2020-11-08,0.00773886359577134,0.00765272678909501
Portugal,2020-11-09,0.00774620692985656,0.00765794264611814
Portugal,2020-11-10,0.0077537264088237,0.00766329054445323
Portugal,2020-11-11,0.00776142540754593,0.00766877339609764
Portugal,2020-11-12,0.00776930732056417,0.00767439415392503
Portugal,2020-11-13,0.00777737555953796,0.00768015581092172
Portugal,2020-11-14,0.00778563355053353,0.00768606139932618
Portugal,2020-11-15,0.00779408473114447,0.00769211398966739
Portugal,2020-11-16,0.00780273254744108,0.00769831668969713
Portugal,2020-11-17,0.00781158045074431,0.0077046726432117
Portugal,2020-11-18,0.00782063189422055,0.00771118502875827
Portugal,2020-11-19,0.00782989032929397,0.007717857058221
Portugal,2020-11-20,0.00783935920187305,0.00772469197528211
Portugal,2020-11-21,0.00784904194838866,0.00773169305375314
Portugal,2020-11-22,0.00785894199164118,0.00773886359577134
Portugal,2020-11-23,0.00786906273645453,0.00774620692985656
Portugal,2020-11-24,0.00787940756513585,0.0077537264088237
Portugal,2020-11-25,0.00788997983273937,0.00776142540754593
Portugal,2020-11-26,0.00790078286213413,0.00776930732056417
Portugal,2020-11-27,0.00791181993887568,0.00777737555953796
Portugal,2020-11-28,0.00792309430588223,0.00778563355053353
Portugal,2020-11-29,0.00793460915791672,0.00779408473114447
Portugal,2020-11-30,0.00794636763587683,0.00780273254744108
Portugal,2020-12-01,0.00795837282089576,0.00781158045074431
Portugal,2020-12-02,0.00797062772825748,0.00782063189422055
Portugal,2020-12-03,0.00798313530113069,0.00782989032929397
Portugal,2020-12-04,0.0079958984041273,0.00783935920187305
Portugal,2020-12-05,0.00800891981669121,0.00784904194838866
Portugal,2020-12-06,0.00802220222632523,0.00785894199164118
Portugal,2020-12-07,0.00803574822166397,0.00786906273645453
Portugal,2020-12-08,0.00804956028540248,0.00787940756513585
Portugal,2020-12-09,0.00806364078709077,0.00788997983273937
Portugal,2020-12-10,0.00807799197580605,0.00790078286213413
Portugal,2020-12-11,0.00809261597271527,0.00791181993887568
Portugal,2020-12-12,0.00810751476354179,0.00792309430588223
Portugal,2020-12-13,0.0081226901909515,0.00793460915791672
Portugal,2020-12-14,0.00813814394687445,0.00794636763587683
Portugal,2020-12-15,0.00815387756477939,0.00795837282089576
Portugal,2020-12-16,0.00816989241192024,0.00797062772825748
Portugal,2020-12-17,0.00818618968157392,0.00798313530113069
Portugal,2020-12-18,0.00820277038529088,0.0079958984041273
Portugal,2020-12-19,0.00821963534518033,0.00800891981669121
Portugal,2020-12-20,0.00823678518625354,0.00802220222632523
Portugal,2020-12-21,0.00825422032884958,0.00803574822166397
Portugal,2020-12-22,0.00827194098116881,0.00804956028540248
Portugal,2020-12-23,0.00828994713194052,0.00806364078709077
Portugal,2020-12-24,0.00830823854325202,0.00807799197580605
Portugal,2020-12-25,0.008326814743567,0.00809261597271527
Portugal,2020-12-26,0.00834567502096216,0.00810751476354179
Portugal,2020-12-27,0.00836481841661128,0.0081226901909515
Portugal,2020-12-28,0.0083842437185467,0.00813814394687445
Portugal,2020-12-29,0.00840394945572841,0.00815387756477939
Portugal,2020-12-30,0.00842393389245116,0.00816989241192024
Portugal,2020-12-31,0.00844419502312024,0.00818618968157392
Portugal,2021-01-01,0.00845897158141941,0.00820277038529088
Portugal,2021-01-02,0.00847983860458063,0.00821963534518033
Portugal,2021-01-03,0.00850113426888088,0.00823678518625354
Portugal,2021-01-04,0.0085219865884631,0.00825422032884958
Portugal,2021-01-05,0.00854366438841899,0.00827194098116881
Portugal,2021-01-06,0.0085652916611101,0.00828994713194052
Portugal,2021-01-07,0.00858587568467793,0.00830823854325202
Portugal,2021-01-08,0.00849317405990056,0.008326814743567
Portugal,2021-01-09,0.00851953884959378,0.00834567502096216
Portugal,2021-01-10,0.0085448322407907,0.00836481841661128
Portugal,2021-01-11,0.00857371249200344,0.0083842437185467
Portugal,2021-01-12,0.00858677130222846,0.00840394945572841
Portugal,2021-01-13,0.0086062890702158,0.00842393389245116
Portugal,2021-01-14,0.00862290598821068,0.00844419502312024
Portugal,2021-01-15,0.00856833041743513,0.00845897158141941
Portugal,2021-01-16,0.00859053830673451,0.00847983860458063
Portugal,2021-01-17,0.00861065642396968,0.00850113426888088
Portugal,2021-01-18,0.00861166219565207,0.0085219865884631
Portugal,2021-01-19,0.0085990147432368,0.00854366438841899
Portugal,2021-01-20,0.00859389574095576,0.0085652916611101
Portugal,2021-01-21,0.00859335803915984,0.00858587568467793
Portugal,2021-01-22,0.00829492609783385,0.00849317405990056
Portugal,2021-01-23,0.00831146171334456,0.00851953884959378
Portugal,2021-01-24,0.00833316855273463,0.0085448322407907
Portugal,2021-01-25,0.00834504797830836,0.00857371249200344
Portugal,2021-01-26,0.00835147752228841,0.00858677130222846
Portugal,2021-01-27,0.00835645096385302,0.0086062890702158
Portugal,2021-01-28,0.00836089463241869,0.00862290598821068
Portugal,2021-01-29,0.0082524318869905,0.00856833041743513
Portugal,2021-01-30,0.00827244215996118,0.00859053830673451
Portugal,2021-01-31,0.00829561869010593,0.00861065642396968
Portugal,2021-02-01,0.00831419113824529,0.00861166219565207
Portugal,2021-02-02,0.00832912483274576,0.0085990147432368
Portugal,2021-02-03,0.00834393720021401,0.00859389574095576
Portugal,2021-02-04,0.0083595475313448,0.00859335803915984
Portugal,2021-02-05,0.00830091791455808,0.00829492609783385
Portugal,2021-02-06,0.00832305493762858,0.00831146171334456
Portugal,2021-02-07,0.00834735379569261,0.00833316855273463
Portugal,2021-02-08,0.0083689190046675,0.00834504797830836
Portugal,2021-02-09,0.00839159058633824,0.00835147752228841
Portugal,2021-02-10,0.00841593208157748,0.00835645096385302
Portugal,2021-02-11,0.00844244113890277,0.00836089463241869
Portugal,2021-02-12,0.00833746596815601,0.0082524318869905
Portugal,2021-02-13,0.00836110316524268,0.00827244215996118
