wards,imc,icu
0.002019831068674,0.002145922746781,0.005154639175258
0.002203452074917,0.002145922746781,0.005441008018328
0.002019831068674,0.001072961373391,0.005154639175258
0.001468968049945,0.001072961373391,0.004295532646048
0.001468968049945,0.001072961373391,0.004295532646048
0.001468968049945,0.001072961373391,0.004009163802978
0.001468968049945,0.001072961373391,0.003722794959908
0.001468968049945,0.001072961373391,0.003150057273769
0.001468968049945,0.001072961373391,0.002863688430699
0.001468968049945,0.001072961373391,0.002577319587629
0.001652589056188,0.001072961373391,0.002004581901489
0.001652589056188,0.001072961373391,0.001718213058419
0.001652589056188,0.001072961373391,0.001718213058419
0.001652589056188,0.001072961373391,0.001718213058419
0.001652589056188,0.001072961373391,0.001718213058419
0.001652589056188,0.001072961373391,0.001718213058419
0.001468968049945,0.002145922746781,0.001718213058419
0.001285347043702,0.002145922746781,0.002004581901489
0.001285347043702,0.001072961373391,0.002004581901489
0.001468968049945,0.001072961373391,0.002004581901489
0.001285347043702,0.001072961373391,0.001718213058419
0.001468968049945,0.001072961373391,0.001431844215349
0.001652589056188,0.001072961373391,0.00114547537228
0.001652589056188,0.001072961373391,0.00085910652921
0.001652589056188,0.001072961373391,0.00085910652921
0.001652589056188,0.001072961373391,0.00085910652921
0.001836210062431,0.001072961373391,0.00085910652921
0.001836210062431,0.001072961373391,0.00085910652921
0.001652589056188,0.001072961373391,0.00085910652921
0.001652589056188,0.001072961373391,0.00085910652921
0.001836210062431,0.001072961373391,0.00085910652921
0.001836210062431,0.001072961373391,0.00057273768614
0.001836210062431,0.001072961373391,0.00057273768614
0.001836210062431,0.001072961373391,0.00057273768614
0.001836210062431,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00057273768614
0.001652589056188,0.001072961373391,0.00085910652921
0.001468968049945,0.001072961373391,0.00085910652921
0.001468968049945,0.001072961373391,0.00085910652921
0.001468968049945,0.001072961373391,0.00085910652921
0.001285347043702,0.001072961373391,0.00085910652921
0.001285347043702,0.001072961373391,0.00114547537228
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.000918105031216,0,0.00085910652921
0.001101726037459,0,0.00085910652921
0.000918105031216,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000734484024972,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00085910652921
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000367242012486,0,0.00057273768614
0.000550863018729,0,0.00057273768614
0.000550863018729,0,0.00028636884307
0.000367242012486,0,0
0.000367242012486,0,0
0.000367242012486,0,0
0.000367242012486,0,0
0.000367242012486,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0
0.000183621006243,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0,0,0.00028636884307
0.000183621006243,0,0.00028636884307
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
