country,date,repC_t,D_t,rho_period,weekday,alpha,delta,proportion_original,first_vaccination,second_vaccination,H_t,Hicu_t,ifr_t_m,closingSchools,restrictGatherings,lockdown,subsequentLockdown,generalBehavioralChanges,winter,spring,summer,autumn
Finland,2020-05-19,45,2,5,2,0,0,1,0,0,112,25,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-20,41,0,5,3,0,0,1,0,0,118,20,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-21,43,1,5,4,0,0,1,0,0,110,22,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-22,22,0,5,5,0,0,1,0,0,113,21,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-23,32,1,5,6,0,0,1,0,0,104,21,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-24,18,0,5,7,0,0,1,0,0,106,19,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-25,20,0,5,1,0,0,1,0,0,104,18,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-26,45,1,5,2,0,0,1,0,0,95,11,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-27,33,0,5,3,0,0,1,0,0,87,11,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-28,12,0,5,4,0,0,1,0,0,83,11,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-29,30,0,5,5,0,0,1,0,0,74,10,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-30,21,1,5,6,0,0,1,0,0,71,11,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-05-31,10,0,5,7,0,0,1,0,0,68,10,0.0067233198828884,0,1,0,0,1,0,1,0,0
Finland,2020-06-01,12,0,5,1,0,0,1,0,0,68,9,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-02,17,0,5,2,0,0,1,0,0,62,9,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-03,15,0,5,3,0,0,1,0,0,51,7,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-04,25,0,5,4,0,0,1,0,0,50,7,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-05,12,0,5,5,0,0,1,0,0,51,8,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-06,13,0,5,6,0,0,1,0,0,39,7,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-07,13,0,5,7,0,0,1,0,0,40,6,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-08,4,0,5,1,0,0,1,0,0,38,6,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-09,10,0,6,2,0,0,1,0,0,28,4,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-10,8,0,6,3,0,0,1,0,0,28,4,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-11,7,0,6,4,0,0,1,0,0,25,4,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-12,9,0,6,5,0,0,1,0,0,23,3,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-13,13,0,6,6,0,0,1,0,0,26,2,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-14,2,0,6,7,0,0,1,0,0,26,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-15,5,0,6,1,0,0,1,0,0,22,3,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-16,16,0,6,2,0,0,1,0,0,22,2,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-17,8,0,6,3,0,0,1,0,0,26,2,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-18,4,0,6,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-19,8,0,6,5,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-20,0,0,6,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-21,2,1,6,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-22,13,1,6,1,0,0,1,0,0,21,2,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-23,5,0,6,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-24,5,0,6,3,0,0,1,0,0,22,2,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-25,17,1,6,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-26,14,0,6,5,0,0,1,0,0,24,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-27,3,0,6,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-28,2,0,7,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-29,7,0,7,1,0,0,1,0,0,23,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-06-30,16,1,7,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-01,10,0,7,3,0,0,1,0,0,24,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-02,2,0,7,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-03,7,0,7,5,0,0,1,0,0,20,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-04,6,0,7,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-05,2,0,7,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-06,3,0,7,1,0,0,1,0,0,19,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-07,8,0,7,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-08,3,0,7,3,0,0,1,0,0,19,2,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-09,9,0,7,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-10,8,0,7,5,0,0,1,0,0,6,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-11,6,0,7,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-12,0,0,7,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-13,4,0,7,1,0,0,1,0,0,8,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-14,6,0,7,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-15,5,0,7,3,0,0,1,0,0,7,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-16,5,0,7,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-17,9,0,7,5,0,0,1,0,0,6,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-18,6,0,7,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-19,7,0,7,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-20,5,0,7,1,0,0,1,0,0,6,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-21,12,1,7,2,0,0,1,0,0,6,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-22,8,0,7,3,0,0,1,0,0,4,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-23,11,0,7,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-24,3,0,7,5,0,0,1,0,0,4,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-25,10,0,7,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-26,4,0,7,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-27,8,0,7,1,0,0,1,0,0,5,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-28,12,0,7,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-29,9,1,7,3,0,0,1,0,0,4,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-30,12,1,7,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-07-31,8,0,7,5,0,0,1,0,0,8,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-01,18,0,7,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-02,15,0,7,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-03,10,0,7,1,0,0,1,0,0,9,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-04,35,1,7,2,0,0,1,0,0,6,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-05,22,0,7,3,0,0,1,0,0,6,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-06,29,0,7,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-07,22,0,7,5,0,0,1,0,0,3,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-08,17,0,8,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-09,9,0,8,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-10,35,0,8,1,0,0,1,0,0,5,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-11,15,0,8,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-12,28,0,8,3,0,0,1,0,0,7,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-13,27,0,8,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-14,21,0,8,5,0,0,1,0,0,6,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-15,27,0,8,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-16,14,0,8,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-17,43,1,8,1,0,0,1,0,0,5,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-18,27,0,8,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-19,39,0,8,3,0,0,1,0,0,8,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-20,47,0,8,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-21,27,0,8,5,0,0,1,0,0,11,0,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-22,25,0,8,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-23,16,0,8,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-24,11,0,8,1,0,0,1,0,0,12,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-25,17,0,8,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-26,15,0,8,3,0,0,1,0,0,5,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-27,20,0,9,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-28,32,0,9,5,0,0,1,0,0,11,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-29,35,0,9,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-30,19,0,9,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-08-31,18,0,9,1,0,0,1,0,0,10,1,0.0067233198828884,0,0,0,0,1,0,0,1,0
Finland,2020-09-01,48,1,9,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-02,29,1,9,3,0,0,1,0,0,9,2,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-03,26,0,9,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-04,36,0,9,5,0,0,1,0,0,14,1,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-05,42,1,9,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-06,22,0,9,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-07,33,1,9,1,0,0,1,0,0,16,1,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-08,45,0,9,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-09,57,0,9,3,0,0,1,0,0,6,1,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-10,55,3,9,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-11,54,0,9,5,0,0,1,0,0,8,1,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-12,58,2,9,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-13,40,0,9,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-14,45,0,9,1,0,0,1,0,0,10,3,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-15,59,1,9,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-16,53,0,9,3,0,0,1,0,0,14,3,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-17,58,1,9,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-18,85,0,9,5,0,0,1,0,0,16,3,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-19,77,0,9,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-20,64,0,9,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-21,74,0,9,1,0,0,1,0,0,19,2,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-22,120,0,10,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-23,110,1,10,3,0,0,1,0,0,22,4,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-24,118,2,10,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-25,98,0,10,5,0,0,1,0,0,21,2,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-26,128,1,10,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-27,74,0,10,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-28,71,0,10,1,0,0,1,0,0,22,4,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-29,124,0,10,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-09-30,134,0,10,3,0,0,1,0,0,19,4,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-01,168,0,10,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-02,191,2,10,5,0,0,1,0,0,21,4,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-03,187,0,10,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-04,178,0,10,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-05,148,0,10,1,0,0,1,0,0,28,8,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-06,291,2,10,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-07,301,1,11,3,0,0,1,0,0,31,5,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-08,306,2,11,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-09,259,0,11,5,0,0,1,0,0,37,5,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-10,226,0,11,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-11,111,1,11,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-12,132,2,11,1,0,0,1,0,0,46,10,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-13,256,0,11,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-14,199,0,11,3,0,0,1,0,0,48,8,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-15,202,2,11,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-16,191,0,11,5,0,0,1,0,0,56,6,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-17,195,1,11,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-18,104,0,11,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-19,129,0,11,1,0,0,1,0,0,62,7,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-20,243,3,11,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-21,167,0,11,3,0,0,1,0,0,65,7,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-22,188,0,11,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-23,223,1,11,5,0,0,1,0,0,70,11,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-24,194,1,11,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-25,107,0,11,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-26,124,1,11,1,0,0,1,0,0,74,10,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-27,255,0,11,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-28,234,1,11,3,0,0,1,0,0,65,10,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-29,240,0,11,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-30,236,0,11,5,0,0,1,0,0,58,10,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-10-31,220,1,11,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-01,121,0,11,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-02,151,0,11,1,0,0,1,0,0,70,13,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-03,287,0,12,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-04,241,0,12,3,0,0,1,0,0,65,15,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-05,214,0,12,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-06,218,0,12,5,0,0,1,0,0,68,13,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-07,196,2,12,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-08,128,2,12,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-09,132,7,12,1,0,0,1,0,0,86,13,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-10,273,3,12,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-11,206,0,12,3,0,0,1,0,0,73,14,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-12,295,1,12,4,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-13,284,4,12,5,0,0,1,0,0,73,15,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-14,268,7,12,6,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-15,145,2,12,7,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-16,180,2,12,1,0,0,1,0,0,80,13,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-17,393,1,12,2,0,0,1,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-18,388,1,12,3,0,0,1,0,0,90,12,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-19,377,3,12,4,0.103895790542859,0,0.896104209457141,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-20,478,3,12,5,0.10603718177605,0,0.89396281822395,0,0,104,10,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-21,428,6,12,6,0.108217379056887,0,0.891782620943113,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-22,270,10,12,7,0.110436865008971,0,0.889563134991029,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-23,267,4,12,1,0.112696119026531,0,0.88730388097347,0,0,120,15,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-24,504,5,12,2,0.114995616805053,0,0.885004383194947,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-25,471,6,12,3,0.117335829856691,0,0.882664170143309,0,0,134,21,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-26,619,8,12,4,0.119717225010464,0,0.880282774989536,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-27,510,2,12,5,0.122140263897325,0,0.877859736102675,0,0,152,19,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-28,456,6,12,6,0.124605402420201,0,0.875394597579799,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-29,284,2,12,7,0.127113090209154,0,0.872886909790846,0,0,,,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-11-30,293,5,12,1,0.12966377006183,0,0.87033622993817,0,0,175,18,0.0067233198828884,0,0,0,0,1,0,0,0,1
Finland,2020-12-01,596,10,12,2,0.132257877369439,0,0.867742122630561,0,0,,,0.0067233198828884,0,0,0,0,1,1,0,0,0
Finland,2020-12-02,440,2,13,3,0.134895839528525,0,0.865104160471475,0,0,165,21,0.0067233198828884,0,0,0,0,1,1,0,0,0
Finland,2020-12-03,495,7,13,4,0.13757807533883,0,0.86242192466117,0,0,,,0.00707956744638406,0,0,0,0,1,1,0,0,0
Finland,2020-12-04,478,7,13,5,0.14030499438764,0,0.85969500561236,0,0,141,21,0.00708691004809419,0,0,0,0,1,1,0,0,0
Finland,2020-12-05,473,3,13,6,0.143076996420989,0,0.856923003579011,0,0,,,0.00709438571159489,0,0,0,0,1,1,0,0,0
Finland,2020-12-06,250,6,13,7,0.145894470702213,0,0.854105529297787,0,0,,,0.00710199609175092,0,0,0,0,1,1,0,0,0
Finland,2020-12-07,283,10,13,1,0.148757795358341,0,0.851242204641659,0,0,223,30,0.00710974283235388,0,0,0,0,1,1,0,0,0
Finland,2020-12-08,587,10,13,2,0.151667336714914,0,0.848332663285086,0,0,240,28,0.00711762756451272,0,0,0,0,1,1,0,0,0
Finland,2020-12-09,478,3,13,3,0.154623448619835,0,0.845376551380165,0,0,233,27,0.00712565190499226,0,0,0,0,1,1,0,0,0
Finland,2020-12-10,462,5,13,4,0.157626471756941,0,0.842373528243059,0,0,244,25,0.00713381745449931,0,0,0,0,1,1,0,0,0
Finland,2020-12-11,407,4,13,5,0.160676732950036,0,0.839323267049964,0,0,240,26,0.00714212579591708,0,0,0,0,1,1,0,0,0
Finland,2020-12-12,447,8,13,6,0.163774544458173,0,0.836225455541827,0,0,,,0.007150578492488,0,0,0,0,1,1,0,0,0
Finland,2020-12-13,249,3,13,7,0.166920203263048,0,0.833079796736952,0,0,,,0.00715917708594548,0,0,0,0,1,1,0,0,0
Finland,2020-12-14,276,5,13,1,0.17011399034943,0,0.82988600965057,0,0,276,28,0.00716792309459535,0,0,0,0,1,1,0,0,0
Finland,2020-12-15,463,11,13,2,0.17335616997959,0,0.82664383002041,0,0,284,35,0.00717681801134755,0,0,0,0,1,1,0,0,0
Finland,2020-12-16,360,7,14,3,0.176646988962791,0,0.82335301103721,0,0,268,34,0.00718586330169914,0,0,0,0,1,1,0,0,0
Finland,2020-12-17,352,4,14,4,0.179986675920924,0,0.820013324079076,0,0,264,27,0.00719506040166969,0,0,0,0,1,1,0,0,0
Finland,2020-12-18,325,1,14,5,0.183375440551473,0,0.816624559448527,0,0,263,30,0.00720441071569023,0,0,0,0,1,1,0,0,0
Finland,2020-12-19,394,5,14,6,0.186813472889018,0,0.813186527110982,0,0,,,0.0072139156144472,0,0,0,0,1,1,0,0,0
Finland,2020-12-20,191,3,14,7,0.190300942566579,0,0.809699057433421,0,0,,,0.00722357643268299,0,0,0,0,1,1,0,0,0
Finland,2020-12-21,244,4,14,1,0.193837998078146,0,0.806162001921854,0,0,281,33,0.00723339446695476,0,0,0,0,1,1,0,0,0
Finland,2020-12-22,375,4,14,2,0.1974247660438,0,0.8025752339562,0,0,273,28,0.00724337097335366,0,0,0,0,1,1,0,0,0
Finland,2020-12-23,332,5,14,3,0.201061350478891,0,0.798938649521109,0,0,258,26,0.00725350716518632,0,0,0,0,1,1,0,0,0
Finland,2020-12-24,277,3,14,4,0.204747832068802,0,0.795252167931198,0,0,,,0.00726380421062122,0,0,0,0,1,1,0,0,0
Finland,2020-12-25,138,3,14,5,0.208484267450861,0,0.791515732549139,0,0,,,0.00727426323030227,0,0,0,0,1,1,0,0,0
Finland,2020-12-26,157,2,14,6,0.212270688505051,0,0.787729311494949,0,0,,,0.00728488529493238,0,0,0,0,1,1,0,0,0
Finland,2020-12-27,183,0,14,7,0.216107101655166,0,0.783892898344835,0,0,,,0.00729567142283005,0,0,0,0,1,1,0,0,0
Finland,2020-12-28,191,4,14,1,0.219993487182159,0,0.780006512817841,0,0,237,29,0.00730662257746204,0,0,0,0,1,1,0,0,0
Finland,2020-12-29,435,5,14,2,0.223929798551442,0,0.776070201448558,0,0,221,30,0.00731773966495543,0,0,0,0,1,1,0,0,0
Finland,2020-12-30,308,2,14,3,0.227915961755926,0,0.772084038244074,0,0,211,30,0.00732902353159281,0,0,0,0,1,1,0,0,0
