country,date,repC_t,D_t,rho_period,weekday,alpha,delta,proportion_original,first_vaccination,second_vaccination,H_t,Hicu_t,ifr_t_m,closingSchools,restrictGatherings,lockdown,subsequentLockdown,generalBehavioralChanges,winter,spring,summer,autumn
Norway,2021-08-02,412,0,20,1,0.0373975687913588,0.962602431208641,0,0.595317391648793,0.310854066384674,17,,0.00236187759360702,0,0,0,0,1,0,0,1,0
Norway,2021-08-03,475,0,20,2,0.0337880008035154,0.966211999196485,0,0.599290767814647,0.31245040598255,19,,0.00236665827001802,0,0,0,0,1,0,0,1,0
Norway,2021-08-04,478,5,20,3,0.0305157794777529,0.969484220522247,0,0.611280970589113,0.316112747498961,25,,0.00232608422642637,0,0,0,0,1,0,0,1,0
Norway,2021-08-05,560,0,20,4,0.0275514222153851,0.972448577784615,0,0.623745409723199,0.320199010946407,30,,0.00230915158206892,0,0,0,0,1,0,0,1,0
Norway,2021-08-06,426,0,20,5,0.0248676415462273,0.975132358453773,0,0.627730312467238,0.321582383290194,33,,0.00231098323205701,0,0,0,0,1,0,0,1,0
Norway,2021-08-07,262,0,20,6,0.0224392552005631,0.977560744799437,0,0.627760684085949,0.321667094491778,,,0.00231623435380946,0,0,0,0,1,0,0,1,0
Norway,2021-08-08,370,0,20,7,0.0202430839315435,0.979756916068457,0,0.627774955087511,0.321717774843481,,,0.00232439895889882,0,0,0,0,1,0,0,1,0
Norway,2021-08-09,497,0,20,1,0.0182578415095774,0.981742158490423,0,0.629387395302535,0.322311119177683,25,,0.00233830714039896,0,0,0,0,1,0,0,1,0
Norway,2021-08-10,666,1,20,2,0.0164640204652823,0.983535979534718,0,0.633322715464222,0.323950271780247,33,,0.00234354992933442,0,0,0,0,1,0,0,1,0
Norway,2021-08-11,322,2,20,3,0.0148437764253543,0.985156223574646,0,0.645774530250773,0.328736912073615,32,,0.00231635876970207,0,0,0,0,1,0,0,1,0
Norway,2021-08-12,574,0,20,4,0.0133808132604937,0.986619186739506,0,0.65808930683001,0.333652540265722,31,,0.00230792846377702,0,0,0,0,1,0,0,1,0
Norway,2021-08-13,872,1,20,5,0.012060270737713,0.987939729262287,0,0.662082442844181,0.335682498757234,25,,0.00230677317041405,0,0,0,0,1,0,0,1,0
Norway,2021-08-14,268,0,20,6,0.0108686159310935,0.989131384068907,0,0.662162214083686,0.335835454620136,,,0.00230929494567257,0,0,0,0,1,0,0,1,0
Norway,2021-08-15,449,0,21,7,0.00979353928488191,0.990206460715118,0,0.66217630212369,0.33586655808508,,,0.00231196073689253,0,0,0,0,1,0,0,1,0
Norway,2021-08-16,530,1,21,1,0.00882385593051827,0.991176144069482,0,0.663871075040037,0.33754394965337,29,,0.00231256017181187,0,0,0,0,1,0,0,1,0
Norway,2021-08-17,747,1,21,2,0.00794941262500204,0.992050587374998,0,0.666703319965552,0.340789870662645,32,,0.00231178100489529,0,0,0,0,1,0,0,1,0
Norway,2021-08-18,612,1,21,3,0.00716100049305035,0.99283899950695,0,0.674385143960558,0.348802123232294,28,,0.00230629714787354,0,0,0,0,1,0,0,1,0
Norway,2021-08-19,685,0,21,4,0.00645027361174533,0.993549726388255,0,0.680969930450823,0.357707228207403,32,,0.0023016443518619,0,0,0,0,1,0,0,1,0
Norway,2021-08-20,720,0,21,5,0.00580967336674698,0.994190326633253,0,0.682910603701788,0.361665235602343,37,,0.00230096778077654,0,0,0,0,1,0,0,1,0
Norway,2021-08-21,277,0,21,6,0.00523235842754444,0.994767641572455,0,0.682961101091933,0.361905464128648,,,0.00230210563550534,0,0,0,0,1,0,0,1,0
Norway,2021-08-22,553,0,21,7,0.00471214013033938,0.995287859869661,0,0.682977384670639,0.362067751031034,,,0.00230340488921207,0,0,0,0,1,0,0,1,0
Norway,2021-08-23,1124,0,21,1,0.00424342301657699,0.995756576983423,0,0.683536332231844,0.366015695540257,53,,0.00230387590531965,0,0,0,0,1,0,0,1,0
Norway,2021-08-24,1093,0,21,2,0.00382115024906693,0.996178849750933,0,0.684842677759504,0.372259990570161,52,,0.00230400716757534,0,0,0,0,1,0,0,1,0
Norway,2021-08-25,1294,3,21,3,0.00344075361301088,0.996559246386989,0,0.688779827536776,0.387252226596427,56,,0.00230044365133266,0,0,0,0,1,0,0,1,0
Norway,2021-08-26,1415,0,21,4,0.00309810780342479,0.996901892196575,0,0.692201757565323,0.402843844688324,65,,0.00229780300196991,0,0,0,0,1,0,0,1,0
Norway,2021-08-27,1552,0,21,5,0.00278948870139029,0.99721051129861,0,0.693251773949531,0.410045028669161,60,,0.00229729169289921,0,0,0,0,1,0,0,1,0
Norway,2021-08-28,1047,0,21,6,0.00251153534751214,0.997488464652488,0,0.693300807647208,0.410470414292664,,,0.00230134691619147,0,0,0,0,1,0,0,1,0
Norway,2021-08-29,907,0,21,7,0.0022612153305569,0.997738784669443,0,0.693313797917861,0.410681186008051,,,0.00230395607806099,0,0,0,0,1,0,0,1,0
Norway,2021-08-30,1349,0,21,1,0.00203579332139991,0.9979642066786,0,0.693737536887337,0.416377877093378,79,,0.00231037399170224,0,0,0,0,1,0,0,1,0
Norway,2021-08-31,1785,0,21,2,0.00183280249623663,0.998167197503763,0,0.694554460246021,0.424621941957641,89,,0.00231523732482108,0,0,0,0,1,0,0,1,0
Norway,2021-09-01,1640,8,21,3,0.00165001860784963,0.99834998139215,0,0.696594847546367,0.444181630330196,83,,0.00231299885160154,0,0,0,0,1,0,0,0,1
Norway,2021-09-02,1550,0,21,4,0.00148543647902921,0.998514563520971,0,0.698405435129241,0.46274655670921,89,,0.00231122705416615,0,0,0,0,1,0,0,0,1
Norway,2021-09-03,1687,0,21,5,0.0013372487076454,0.998662751292355,0,0.699309448189769,0.472536280819646,88,,0.00231422830240567,0,0,0,0,1,0,0,0,1
Norway,2021-09-04,1149,0,21,6,0.00120382638803695,0.998796173611963,0,0.699376046197062,0.473795422265214,,,0.00231909236667248,0,0,0,0,1,0,0,0,1
Norway,2021-09-05,1065,0,21,7,0.00108370166812244,0.998916298331878,0,0.699399465276549,0.474131522648171,,,0.00232096406333264,0,0,0,0,1,0,0,0,1
Norway,2021-09-06,1204,0,21,1,0.000975551975791911,0.999024448024208,0,0.699819727976414,0.481723512517955,94,,0.00232519191904692,0,0,0,0,1,0,0,0,1
Norway,2021-09-07,1704,1,21,2,0.00087818576158849,0.999121814238412,0,0.700792351621378,0.493956322318987,103,,0.00232682102599927,0,0,0,0,1,0,0,0,1
Norway,2021-09-08,1546,3,21,3,0.000790529617399116,0.999209470382601,0,0.703029056673989,0.517069124157531,97,,0.0023215002234877,0,0,0,0,1,0,0,0,1
Norway,2021-09-09,1629,1,21,4,0.000711616642783519,0.999288383357217,0,0.705494463674721,0.539954687740423,104,,0.00231422048698845,0,0,0,0,1,0,0,0,1
Norway,2021-09-10,1301,0,21,5,0.000640575941689758,0.99935942405831,0,0.707110929044031,0.55123317005234,116,,0.00231187350166569,0,0,0,0,1,0,0,0,1
Norway,2021-09-11,840,0,21,6,0.000576623142628518,0.999423376857371,0,0.707541437591172,0.553079435139121,,,0.00231397793429324,0,0,0,0,1,0,0,0,1
Norway,2021-09-12,653,0,21,7,0.000519051844931062,0.999480948155069,0,0.707571992171441,0.553951246965354,,,0.0023154229871314,0,0,0,0,1,0,0,0,1
Norway,2021-09-13,1120,0,21,1,0.000467225902529345,0.999532774097471,0,0.709185164232699,0.56082291717934,127,,0.00231244339535761,0,0,0,0,1,0,0,0,1
Norway,2021-09-14,1219,2,21,2,0.000420572464797209,0.999579427535203,0,0.710775832022261,0.569302636530946,105,,0.00230964211179312,0,0,0,0,1,0,0,0,1
Norway,2021-09-15,969,12,22,3,0.000378575701425299,0.999621424298575,0,0.713745664039766,0.583982191253742,106,,0.00229999012746728,0,0,0,0,1,0,0,0,1
Norway,2021-09-16,982,0,22,4,0.000340771145106222,0.999659228854894,0,0.716865707496795,0.598591122814959,97,,0.00228786895667093,0,0,0,0,1,0,0,0,1
Norway,2021-09-17,763,0,22,5,0.000306740592026511,0.999693259407973,0,0.718532304333134,0.605207012770168,107,,0.00228361569949953,0,0,0,0,1,0,0,0,1
Norway,2021-09-18,570,0,22,6,0.000276107505828738,0.999723892494171,0,0.71874563751034,0.606296365889452,,,0.00228697777356286,0,0,0,0,1,0,0,0,1
Norway,2021-09-19,474,0,22,7,0.000248532875873897,0.999751467124126,0,0.718792109746198,0.606484999256261,,,0.00228789222892468,0,0,0,0,1,0,0,0,1
Norway,2021-09-20,679,0,22,1,0.000223711485337619,0.999776288514662,0,0.719700330922571,0.610185762699956,122,,0.00228597978304316,0,0,0,0,1,0,0,0,1
Norway,2021-09-21,484,0,22,2,0.000201368548936265,0.999798631451064,0,0.721163108582745,0.614946422452018,119,,0.00228108335649856,0,0,0,0,1,0,0,0,1
Norway,2021-09-22,1207,9,22,3,0.000181256683959297,0.999818743316041,0,0.724804409519929,0.624611000856443,113,,0.00227377550780961,0,0,0,0,1,0,0,0,1
Norway,2021-09-23,721,0,22,4,0.00016315318179938,0.999836846818201,0,0.72818334358223,0.632896963917602,100,,0.00227059425123955,0,0,0,0,1,0,0,0,1
Norway,2021-09-24,705,0,22,5,0.000146857550355928,0.999853142449644,0,0.72990812219417,0.636646395135857,96,,0.00226898115124184,0,0,0,0,1,0,0,0,1
Norway,2021-09-25,519,0,22,6,0.000132189300572683,0.999867810699427,0,0.730109196946957,0.637153930499125,,,0.0022689459023602,0,0,0,0,1,0,0,0,1
Norway,2021-09-26,381,0,22,7,0.000118985952979878,0.99988101404702,0,0.73018421118594,0.637178447347963,,,0.00226892594069722,0,0,0,0,1,0,0,0,1
Norway,2021-09-27,658,0,22,1,0.000107101242475371,0.999892898757525,0,0.731124633596609,0.639170898719983,104,,0.00226802915744381,0,0,0,0,1,0,0,0,1
Norway,2021-09-28,702,1,22,2,9.64035017096965e-05,0.99990359649829,0,0.734088061959566,0.641444744968969,97,,0.00226529548008341,0,0,0,0,1,0,0,0,1
Norway,2021-09-29,555,10,22,3,8.67742053726195e-05,0.999913225794627,0,0.739537023094689,0.646954815264629,98,,0.00226510875533806,0,0,0,0,1,0,0,0,1
Norway,2021-09-30,581,0,22,4,7.81066594209845e-05,0.999921893340579,0,0.744371233393265,0.651418711368811,93,,0.00226494801836722,0,0,0,0,1,0,0,0,1
Norway,2021-10-01,484,0,22,5,7.03048208569035e-05,0.999929695179143,0,0.746807366544637,0.653393598431214,94,,0.00226485423915209,0,0,0,0,1,0,0,0,1
Norway,2021-10-02,309,0,22,6,6.32822350891127e-05,0.999936717764911,0,0.747228361090736,0.653480322209942,,,0.00226482864547747,0,0,0,0,1,0,0,0,1
Norway,2021-10-03,309,0,22,7,5.69610791940622e-05,0.999943038920806,0,0.747232020321906,0.65349514209618,,,0.00226484072598363,0,0,0,0,1,0,0,0,1
Norway,2021-10-04,484,0,22,1,5.12713005412779e-05,0.999948728699459,0,0.749590394810918,0.654710006844592,97,,0.00226475878245134,0,0,0,0,1,0,0,0,1
Norway,2021-10-05,582,0,22,2,4.61498412996919e-05,0.9999538501587,0,0.752402696926557,0.656447958688744,92,,0.00226465945220579,0,0,0,0,1,0,0,0,1
Norway,2021-10-06,480,10,22,3,4.15399402762251e-05,0.999958460059724,0,0.755494747265136,0.659933010454972,90,,0.00226454389018435,0,0,0,0,1,0,0,0,1
Norway,2021-10-07,508,0,22,4,3.73905043857814e-05,0.999962609495614,0,0.758238072873223,0.663027988178488,97,,0.00226444372683044,0,0,0,0,1,0,0,0,1
Norway,2021-10-08,467,0,22,5,3.3655542820421e-05,0.99996634445718,0,0.759447082851763,0.664378610403304,105,,0.00226438800446662,0,0,0,0,1,0,0,0,1
Norway,2021-10-09,221,0,22,6,3.02936576688229e-05,0.999969706342331,0,0.75974915238484,0.664409347945131,,,0.00226436524833479,0,0,0,0,1,0,0,0,1
Norway,2021-10-10,287,0,22,7,2.72675853620896e-05,0.999972732414638,0,0.7597515308851,0.664423618946694,,,0.00226437009793636,0,0,0,0,1,0,0,0,1
Norway,2021-10-11,172,0,22,1,2.45437838786167e-05,0.999975456216121,0,0.760550158087935,0.665378678282042,98,,0.00226433409955826,0,0,0,0,1,0,0,0,1
Norway,2021-10-12,896,0,22,2,2.20920611478936e-05,0.999977907938852,0,0.761472467304312,0.666724360544779,93,,0.0022642931922776,0,0,0,0,1,0,0,0,1
Norway,2021-10-13,399,13,22,3,1.98852405416394e-05,0.999980114759458,0,0.76333867520097,0.669419201339864,93,,0.0022642133864184,0,0,0,0,1,0,0,0,1
Norway,2021-10-14,356,0,22,4,1.7898859757115e-05,0.999982101140243,0,0.765216592637371,0.671974625427375,95,,0.0022641419503171,0,0,0,0,1,0,0,0,1
Norway,2021-10-15,423,0,23,5,1.61108997582815e-05,0.999983889100242,0,0.765690828996992,0.673128746938367,95,,0.00226410506692358,0,0,0,0,1,0,0,0,1
Norway,2021-10-16,334,0,23,6,1.45015407786442e-05,0.999985498459221,0,0.765713699191804,0.673182720598123,,,0.00226408236760223,0,0,0,0,1,0,0,0,1
Norway,2021-10-17,209,0,23,7,1.30529426849435e-05,0.999986947057315,0,0.765714613999596,0.673186562790852,,,0.00226408259162064,0,0,0,0,1,0,0,0,1
Norway,2021-10-18,545,0,23,1,1.17490472689719e-05,0.999988250952731,0,0.765922458330048,0.673742217044004,99,,0.002264065363191,0,0,0,0,1,0,0,0,1
Norway,2021-10-19,608,0,23,2,1.05754002817093e-05,0.999989424599718,0,0.766423407077209,0.674687945339868,101,,0.00226404005686947,0,0,0,0,1,0,0,0,1
Norway,2021-10-20,657,9,23,3,9.51899123802225e-06,0.999990481008762,0,0.767103475190138,0.675993741982853,118,,0.00226399608666882,0,0,0,0,1,0,0,0,1
Norway,2021-10-21,748,0,23,4,8.56810921689988e-06,0.999991431890783,0,0.767748048760719,0.677393946790022,121,,0.00226396650951011,0,0,0,0,1,0,0,0,1
Norway,2021-10-22,641,1,23,5,7.71221306372638e-06,0.999992287786936,0,0.768004011981055,0.678090115520099,121,,0.00226394060936858,0,0,0,0,1,0,0,0,1
Norway,2021-10-23,543,0,23,6,6.94181455329623e-06,0.999993058185447,0,0.768010415635602,0.678107496868156,,,0.002263921112033,0,0,0,0,1,0,0,0,1
Norway,2021-10-24,424,0,23,7,6.24837322094063e-06,0.999993751626779,0,0.768013343020538,0.678110790176208,,,0.0022639204535363,0,0,0,0,1,0,0,0,1
Norway,2021-10-25,893,0,23,1,5.62420169925026e-06,0.999994375798301,0,0.768215332581117,0.678470858523328,125,,0.00226390363512484,0,0,0,0,1,0,0,0,1
Norway,2021-10-26,1144,1,23,2,5.06238050468344e-06,0.999994937619495,0,0.768457390723007,0.678952230383731,106,,0.00226388601840367,0,0,0,0,1,0,0,0,1
Norway,2021-10-27,1180,5,23,3,4.55668134025089e-06,0.99999544331866,0,0.768843256649875,0.679980474342477,101,,0.00226385331793125,0,0,0,0,1,0,0,0,1
Norway,2021-10-28,996,0,23,4,4.10149805385451e-06,0.999995898501946,0,0.769080923714361,0.680636391529685,107,,0.00226383634352334,0,0,0,0,1,0,0,0,1
Norway,2021-10-29,1125,0,23,5,3.69178449477481e-06,0.999996308215505,0,0.769241015078045,0.681039821766168,121,,0.00226381495853349,0,0,0,0,1,0,0,0,1
Norway,2021-10-30,798,0,23,6,3.32299857752627e-06,0.999996677001423,0,0.769245040232332,0.681048420959418,,,0.00226379791312675,0,0,0,0,1,0,0,0,1
Norway,2021-10-31,627,0,23,7,2.99105193057869e-06,0.999997008948069,0,0.769246686886358,0.681052263152146,,,0.00226379692523175,0,0,0,0,1,0,0,0,1
Poland,2020-02-23,0,0,1,7,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,1,0,0,0
Poland,2020-02-24,0,0,1,1,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,1,0,0,0
Poland,2020-02-25,0,0,1,2,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,1,0,0,0
Poland,2020-02-26,0,0,1,3,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,1,0,0,0
Poland,2020-02-27,0,0,1,4,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,1,0,0,0
Poland,2020-02-28,0,0,1,5,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,1,0,0,0
Poland,2020-02-29,0,0,1,6,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,1,0,0,0
Poland,2020-03-01,0,0,1,7,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-02,0,0,1,1,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-03,0,0,1,2,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-04,1,0,1,3,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-05,0,0,1,4,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-06,4,0,1,5,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-07,0,0,1,6,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-08,6,0,1,7,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-09,5,0,1,1,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-10,6,0,1,2,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-11,9,0,1,3,0,0,1,0,0,,,0.00585741019648293,0,0,0,0,0,0,1,0,0
Poland,2020-03-12,18,1,1,4,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,0,0,1,0,0
Poland,2020-03-13,19,1,1,5,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-14,35,1,1,6,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-15,16,0,2,7,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-16,58,1,2,1,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-17,61,1,2,2,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-18,13,0,2,3,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-19,104,0,2,4,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-20,70,0,2,5,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-21,111,0,2,6,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-22,98,2,2,7,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-23,115,1,2,1,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-24,152,2,2,2,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-25,150,4,2,3,0,0,1,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-26,170,2,3,4,9.72054714220372e-14,0,0.999999999999903,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-27,168,0,3,5,1.06577611455508e-13,0,0.999999999999893,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-28,249,2,3,6,1.16853373553891e-13,0,0.999999999999883,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-29,224,4,3,7,1.28119881131182e-13,0,0.999999999999872,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-30,193,9,3,1,1.40472657672122e-13,0,0.999999999999859,0,0,,,0.00585741019648293,1,0,0,0,1,0,1,0,0
Poland,2020-03-31,256,2,3,2,1.54016436631445e-13,0,0.999999999999846,0,0,,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-01,243,10,3,3,1.68866049420205e-13,0,0.999999999999831,0,0,,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-02,392,14,3,4,1.85147399007965e-13,0,0.999999999999815,0,0,,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-03,437,14,3,5,2.029985273956e-13,0,0.999999999999797,0,0,,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-04,244,8,3,6,2.22570786009311e-13,0,0.999999999999777,0,0,,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-05,475,15,3,7,2.44030118939061e-13,0,0.999999999999756,0,0,,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-06,311,13,3,1,2.67558469901439e-13,0,0.999999999999732,0,0,,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-07,435,22,3,2,2.9335532485593e-13,0,0.999999999999707,0,0,,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-08,357,30,3,3,3.21639403353701e-13,0,0.999999999999678,0,0,2425,,0.00585741019648293,1,1,1,0,1,0,1,0,0
Poland,2020-04-09,370,15,3,4,3.5265051295909e-13,0,0.999999999999647,0,0,,,0.00585741019648322,1,1,1,0,1,0,1,0,0
Poland,2020-04-10,380,7,3,5,3.86651582466562e-13,0,0.999999999999613,0,0,,,0.00585741019648325,1,1,1,0,1,0,1,0,0
Poland,2020-04-11,401,27,3,6,4.23930891151824e-13,0,0.999999999999576,0,0,,,0.00585741019648328,1,1,1,0,1,0,1,0,0
Poland,2020-04-12,318,24,3,7,4.64804512957923e-13,0,0.999999999999535,0,0,,,0.00585741019648331,1,1,1,0,1,0,1,0,0
Poland,2020-04-13,260,13,3,1,5.09618996339378e-13,0,0.99999999999949,0,0,2510,,0.00585741019648335,1,1,1,0,1,0,1,0,0
Poland,2020-04-14,268,18,3,2,5.58754302485577e-13,0,0.999999999999441,0,0,,,0.00585741019648339,1,1,1,0,1,0,1,0,0
Poland,2020-04-15,380,23,3,3,6.12627026835224e-13,0,0.999999999999387,0,0,2499,,0.00585741019648343,1,1,1,0,1,0,1,0,0
Poland,2020-04-16,336,28,3,4,6.71693931195548e-13,0,0.999999999999328,0,0,2607,,0.00585741019648348,1,1,1,0,1,0,1,0,0
Poland,2020-04-17,461,18,3,5,7.3645581641353e-13,0,0.999999999999264,0,0,2673,,0.00585741019648354,1,1,1,0,1,0,1,0,0
Poland,2020-04-18,363,15,3,6,8.07461768433659e-13,0,0.999999999999192,0,0,,,0.00585741019648359,1,1,1,0,1,0,1,0,0
Poland,2020-04-19,545,13,3,7,8.85313813742632e-13,0,0.999999999999115,0,0,2482,,0.00585741019648366,1,1,1,0,1,0,1,0,0
Poland,2020-04-20,306,20,3,1,9.7067202367231e-13,0,0.999999999999029,0,0,2511,,0.00585741019648373,1,1,0,0,1,0,1,0,0
Poland,2020-04-21,263,21,3,2,1.06426011083793e-12,0,0.999999999998936,0,0,2914,,0.00585741019648381,1,1,0,0,1,0,1,0,0
Poland,2020-04-22,313,25,4,3,1.16687156516126e-12,0,0.999999999998833,0,0,3505,,0.00585741019648389,1,1,0,0,1,0,1,0,0
Poland,2020-04-23,342,28,4,4,1.27937638150307e-12,0,0.999999999998721,0,0,3099,,0.00585741019648398,1,1,0,0,1,0,1,0,0
Poland,2020-04-24,381,40,4,5,1.40272843594543e-12,0,0.999999999998597,0,0,3095,,0.00585741019648408,1,1,0,0,1,0,1,0,0
Poland,2020-04-25,381,30,4,6,1.53797357326405e-12,0,0.999999999998462,0,0,2821,,0.00585741019648419,1,1,0,0,1,0,1,0,0
Poland,2020-04-26,344,11,4,7,1.68625847416026e-12,0,0.999999999998314,0,0,2749,,0.00585741019648432,1,1,0,0,1,0,1,0,0
Poland,2020-04-27,285,27,4,1,1.84884037743414e-12,0,0.999999999998151,0,0,2759,,0.00585741019648445,1,1,0,0,1,0,1,0,0
Poland,2020-04-28,316,34,4,2,2.02709773952834e-12,0,0.999999999997973,0,0,2934,,0.0058574101964846,1,1,0,0,1,0,1,0,0
Poland,2020-04-29,422,28,4,3,2.22254192181998e-12,0,0.999999999997777,0,0,2973,,0.00585741019648476,1,1,0,0,1,0,1,0,0
Poland,2020-04-30,237,20,4,4,2.43683000475177e-12,0,0.999999999997563,0,0,3012,,0.00585741019648493,1,1,0,0,1,0,1,0,0
Poland,2020-05-01,228,7,4,5,2.67177883744743e-12,0,0.999999999997328,0,0,2789,,0.00585741019648513,1,1,0,0,1,0,1,0,0
Poland,2020-05-02,270,13,4,6,2.92938044193154e-12,0,0.999999999997071,0,0,2649,,0.00585741019648534,1,1,0,0,1,0,1,0,0
Poland,2020-05-03,318,14,4,7,3.21181890255904e-12,0,0.999999999996788,0,0,2761,,0.00585741019648558,1,1,0,0,1,0,1,0,0
Poland,2020-05-04,313,20,4,1,3.52148888385195e-12,0,0.999999999996479,0,0,2653,,0.00585741019648583,1,1,0,0,1,0,1,0,0
Poland,2020-05-05,425,18,4,2,3.86101593374768e-12,0,0.999999999996139,0,0,2738,,0.00585741019648611,1,1,0,0,1,0,1,0,0
Poland,2020-05-06,309,17,4,3,4.23327874440049e-12,0,0.999999999995767,0,0,2760,,0.00585741019648641,1,1,0,0,1,0,1,0,0
Poland,2020-05-07,307,22,4,4,4.64143355927508e-12,0,0.999999999995359,0,0,2711,,0.00585741019648675,1,1,0,0,1,0,1,0,0
Poland,2020-05-08,319,21,4,5,5.08894093346906e-12,0,0.999999999994911,0,0,2758,,0.00585741019648712,1,1,0,0,1,0,1,0,0
Poland,2020-05-09,285,9,4,6,5.57959507415214e-12,0,0.99999999999442,0,0,2768,,0.00585741019648752,1,1,0,0,1,0,1,0,0
Poland,2020-05-10,345,15,4,7,6.11755600988658e-12,0,0.999999999993882,0,0,2658,,0.00585741019648797,1,1,0,0,1,0,1,0,0
Poland,2020-05-11,330,11,4,1,6.70738486157699e-12,0,0.999999999993293,0,0,2598,,0.00585741019648845,1,1,0,0,1,0,1,0,0
Poland,2020-05-12,595,28,4,2,7.35408251409594e-12,0,0.999999999992646,0,0,2571,,0.00585741019648898,1,1,0,0,1,0,1,0,0
Poland,2020-05-13,283,22,4,3,8.06313201646417e-12,0,0.999999999991937,0,0,2648,,0.00585741019648957,1,1,0,0,1,0,1,0,0
Poland,2020-05-14,411,22,5,4,8.84054507007622e-12,0,0.999999999991159,0,0,2538,,0.00585741019649021,1,1,0,0,1,0,1,0,0
Poland,2020-05-15,401,24,5,5,9.69291299912461e-12,0,0.999999999990307,0,0,2579,,0.00585741019649091,1,1,0,0,1,0,1,0,0
Poland,2020-05-16,241,8,5,6,1.06274626353759e-11,0,0.999999999989372,0,0,2407,,0.00585741019649168,1,1,0,0,1,0,1,0,0
Poland,2020-05-17,272,10,5,7,1.16521175911204e-11,0,0.999999999988348,0,0,2459,,0.00585741019649252,1,1,0,0,1,0,1,0,0
Poland,2020-05-18,356,11,5,1,1.2775565439801e-11,0,0.999999999987224,0,0,2544,,0.00585741019649345,1,1,0,0,1,0,1,0,0
Poland,2020-05-19,383,12,5,2,1.40073313739127e-11,0,0.999999999985993,0,0,2490,,0.00585741019649446,1,1,0,0,1,0,1,0,0
Poland,2020-05-20,471,14,5,3,1.53578589646855e-11,0,0.999999999984642,0,0,2414,,0.00585741019649558,1,1,0,0,1,0,1,0,0
Poland,2020-05-21,404,10,5,4,1.68385987082747e-11,0,0.999999999983161,0,0,2330,,0.0058574101964968,1,1,0,0,1,0,1,0,0
Poland,2020-05-22,476,10,5,5,1.84621051091983e-11,0,0.999999999981538,0,0,2261,,0.00585741019649813,1,1,0,0,1,0,1,0,0
